Fecha;PM10;PM2.5;Vel Viento 10M;Dir Viento 10M;NO;NO2;NOX;SO2;CO;OZONO;BC;Temperatura;Presion Baro;HR;Precipitacion;Rad Solar
1/12/2023 1:00;44;24;0;302;192,8;13,9;206,7;0;1,13;0,2;0;7,1;564;81,97;0;0
1/12/2023 2:00;50;30;0;349;264,9;13,2;278;0;1,13;0,2;0;5,9;564;82,48;0;0
1/12/2023 3:00;42;23;0;323;199,7;13,7;213,4;0;0,64;0,1;0;5,7;564;83,96;0;0
1/12/2023 4:00;30;18;0;311;144,2;9,6;153,9;0;0,4;0,2;0;4,9;564;83,77;0;0
1/12/2023 5:00;45;30;0,6;314;235,4;14,2;249,6;0;0,62;0,2;0;4,6;564;84,19;0;0
1/12/2023 6:00;54;30;0,8;31;174,1;17,1;191,3;0;0,68;0,3;0;6,3;564;86,02;0;0
1/12/2023 7:00;47;30;0,9;355;80,4;14,8;95,2;0;0,58;0,6;0;7,5;565;86,75;0;19
1/12/2023 8:00;68;34;1;336;61,9;14,1;76;0;0,55;2,8;0;9,9;565;87,1;0;163
1/12/2023 9:00;53;27;1;311;27,1;7,6;34,8;0;0,32;9,2;0;16,7;565;68,56;0;452
1/12/2023 10:00;20;8;1,4;155;8,3;0,4;8,7;0;0,09;15,3;0;19,8;565;43,56;0;602
1/12/2023 11:00;22;6;1,5;315;0;0;0;0;0,04;18,6;0;21,3;565;37,34;0;742
1/12/2023 12:00;17;7;1,8;181;0;0;0;0;0,04;19,6;0;22,3;564;32,72;0;770
1/12/2023 13:00;23;6;2;169;0;0;0;0;0,08;18,4;0;23,4;564;30;0;818
1/12/2023 14:00;24;5;2,2;176;0;0;0;0;0,08;18,3;0;24,1;563;28,57;0;751
1/12/2023 15:00;20;6;2,4;137;0;0;0;0;0,1;16,9;0;23,6;563;30,28;0;571
1/12/2023 16:00;24;8;2,1;117;9,8;2,6;12,3;0;0,14;14,8;0;23;563;32,3;0;344
1/12/2023 17:00;21;10;2,2;95;9,4;3,4;12,8;0;0,16;13,5;0;20,7;563;36,4;0;126
1/12/2023 18:00;23;10;1,7;115;8,5;6,7;15,2;0;0,2;11,2;0;16,9;563;49,05;0;2
1/12/2023 19:00;20;6;1,3;288;4,1;5;9;0;0,13;12,1;0;14,8;563;60,23;0;0
1/12/2023 20:00;0;8;1,8;204;6,4;5;11,4;0;0,15;11,7;0;14,2;564;64,61;0;0
1/12/2023 21:00;0;18;1,2;308;18,3;16,4;34,8;0;0,27;4;0;12,8;564;69,4;0;0
1/12/2023 22:00;0;17;0,6;303;52,8;17,6;70,3;0;0,57;1,3;0;10,5;564;73,6;0;0
1/12/2023 23:00;0;17;0,6;298;48,7;16,4;65,1;0;0,57;0,2;0;9,2;564;78,01;0;0
2/12/2023 0:00;0;26;0,6;316;105,1;14,9;119,9;0;0,89;0,3;0;8,1;564;79,28;0;0
2/12/2023 1:00;0;23;0,5;327;112,5;14;126,6;0;0,85;0,2;0;7,1;564;81,3;0;0
2/12/2023 2:00;0;25;0,5;341;159,4;13,4;172,8;0;1;0,2;0;6,4;563;82,45;0;0
2/12/2023 3:00;0;21;0,6;280;104,7;11,6;116,3;0;0,63;0,1;0;6,3;563;83,71;0;0
2/12/2023 4:00;0;31;0,5;301;167,7;12,1;179,9;0;0,78;0,3;0;5,3;563;83,29;0;0
2/12/2023 5:00;0;26;0,3;317;196,5;11,6;208,1;0;0,85;0,3;0;4,7;564;83,33;0;0
2/12/2023 6:00;0;32;0,4;319;163,3;12,4;175,8;0;0,71;0,2;0;4,7;564;83,95;0;0
2/12/2023 7:00;0;30;0,5;316;142,2;12,1;154,3;0;0,88;0,6;0;6,7;564;85,13;0;44
2/12/2023 8:00;0;31;1,7;338;56;11,5;67,4;0;0,47;3,9;0;12,8;565;79,72;0;255
2/12/2023 9:00;0;14;1;321;16,8;4,4;21,3;0;0,22;11,5;0;17,8;565;57,13;0;450
2/12/2023 10:00;0;14;1,2;313;7,4;0,8;8,2;0;0,14;16,2;0;20,3;565;44,76;0;623
2/12/2023 11:00;0;11;1,6;165;0;0;0;0;0,09;17;0;20,6;565;41,22;0;437
2/12/2023 12:00;0;6;1,8;114;0;0;0;0;0,12;15,8;0;20,5;564;42,83;0;393
2/12/2023 13:00;0;6;2,6;178;0;0;0;0;0,11;17;0;21,8;564;40,01;0;609
2/12/2023 14:00;0;9;3,4;170;0;0;0;0;0,13;17,9;0;21,6;563;38,38;0;526
2/12/2023 15:00;0;13;3,1;159;0;0;0;0;0,15;18,7;0;22,4;562;35,85;0;535
2/12/2023 16:00;0;10;2,1;148;6,2;1;7,2;0;0,16;18,3;0;23,5;562;33,3;0;365
2/12/2023 17:00;0;9;1,9;115;6,2;3;9,3;0;0,18;16,3;0;21;562;37,58;0;119
2/12/2023 18:00;0;11;1,6;137;4,8;5;9,8;0;0,2;14,4;0;16,5;562;54,33;0;1
2/12/2023 19:00;0;11;1,5;137;5,3;7,8;13,1;0;0,24;11,9;0;14,6;563;64,21;0;0
2/12/2023 20:00;0;12;0,5;244;3,4;8,3;11,7;0;0,22;9,8;0;13,4;564;69,96;0;0
2/12/2023 21:00;0;17;0,6;334;18,5;17,3;35,7;0;0,47;3,4;0;13,4;564;73,18;0;0
2/12/2023 22:00;0;21;0,6;330;26;21,5;47,5;0;0,56;0,4;0;12,3;564;72,47;0;0
2/12/2023 23:00;0;24;0,5;328;33,1;18,8;51,8;0;0,63;0,2;0;10,6;564;76,94;0;0
3/12/2023 0:00;0;24;0,4;338;82,8;15;97,8;0;1,08;0,1;0;9,1;564;79,64;0;0
3/12/2023 1:00;0;21;0,5;335;66,7;13,8;80,5;0;0,77;0,1;0;8,9;564;83,43;0;0
3/12/2023 2:00;0;19;0,5;320;94,3;12,5;106,9;0;0,8;0,2;0;8,8;563;84,33;0;0
3/12/2023 3:00;0;22;0,9;337;53,7;10,5;64,2;0;0,51;0,2;0;9,6;563;85,48;0;0
3/12/2023 4:00;0;20;1,3;342;11,2;10,5;21,8;0;0,3;0,2;0;10;563;82,61;0;0
3/12/2023 5:00;0;16;1,5;347;8;9,9;17,9;0;0,22;0,3;0;10,1;563;80,88;0;0
3/12/2023 6:00;0;26;0,9;337;17;9,7;26,7;0;0,23;0,5;0;10,1;564;80,84;0;0
3/12/2023 7:00;0;40;0,8;320;37,9;8,6;46,5;0;0,3;2,9;0;11,1;564;80,07;0;35
3/12/2023 8:00;0;28;0,9;326;34,4;7,3;41,7;0;0,33;5,5;0;16;565;70,83;0;240
3/12/2023 9:00;0;17;1,3;325;10,8;2,6;13,4;0;0,24;14;0;19,7;565;55,17;0;472
3/12/2023 10:00;0;10;1,6;298;0;0;0;0;0,18;19,8;0;19,7;565;49,11;0;527
3/12/2023 11:00;0;16;2,3;328;4,3;0,7;5;0;0,2;21,8;0;19,7;564;50,3;0;495
3/12/2023 12:00;0;12;1,6;203;0;0;0;0;0,15;20,6;0;22,3;564;44,53;0;643
3/12/2023 13:00;0;11;2,3;151;0;0;0;0;0,15;20,7;0;23,1;563;36,95;0;718
3/12/2023 14:00;0;7;2,4;137;4,4;0,5;4,8;0;0,21;25,1;0;23,2;563;36,94;0;631
3/12/2023 15:00;0;16;2,2;143;4;1,3;5,3;0;0,22;25,7;0;23,1;562;37,42;0;442
3/12/2023 16:00;0;20;2,1;261;0;0;0;0;0,2;31,9;0;20,1;562;50,43;0;160
3/12/2023 17:00;0;18;1,5;180;3,2;4,2;7,3;0;0,26;18,4;0;18,5;562;51,46;0;20
3/12/2023 18:00;0;6;1,6;126;3,4;2,9;6,3;0;0,22;14,9;0;16,4;563;57,8;0;1
3/12/2023 19:00;0;11;1,6;125;4,1;4,6;8,7;0;0,24;13;0;15,5;563;62,69;0;0
3/12/2023 20:00;0;9;1,8;168;2,7;1,4;4,1;0;0,19;14,3;0;14,7;564;65,19;0;0
3/12/2023 21:00;0;10;1,7;142;3,5;2,1;5,6;0;0,18;13;0;14,2;564;69,72;0;0
3/12/2023 22:00;0;12;1,3;103;7,1;8,3;15,3;0;0,25;9,6;0;14;565;71,16;0;0
3/12/2023 23:00;0;17;0,7;320;8;13,2;21,2;0;0,3;4,3;0;12,7;564;72,82;0;0
4/12/2023 0:00;0;14;0,6;323;3,1;13,6;16,7;0;0,33;1,7;0;11,3;564;79,01;0;0
4/12/2023 1:00;0;9;0,6;320;16,3;14,6;30,9;0;0,42;0,7;0;10,6;564;82,08;0;0
4/12/2023 2:00;0;18;0,8;279;59,6;11,7;71,3;0;0,51;0,7;0;9,8;563;83,39;0;0
4/12/2023 3:00;0;16;0,6;308;15,5;10,1;25,6;0;0,34;1,9;0;10,1;563;84,79;0;0
4/12/2023 4:00;0;15;1;316;2,1;8,5;10,6;0;0,28;2,7;0;10,5;563;84,85;0;0
4/12/2023 5:00;0;27;0,8;353;26,7;12;38,7;0;0,34;0,8;0;9,7;563;83,15;0;0
4/12/2023 6:00;0;41;0,9;263;85,6;14;99,5;0;0,61;0,8;0;9,3;563;84,65;0;0
4/12/2023 7:00;0;27;1,4;346;43;12;55;0;0,63;1,8;0;10,6;564;85,89;0;48
4/12/2023 8:00;0;25;1,8;359;21,9;6,9;28,7;0;0,49;6,6;0;15,1;564;75,74;0;246
4/12/2023 9:00;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4/12/2023 10:00;29;7;1,7;121;0;0;0;0;0;0;0;0;0;0;0;0
4/12/2023 11:00;39;7;3;175;0;0;0;0;0,09;13;0;19,6;564;46,77;0;391
4/12/2023 12:00;30;8;2,3;146;0;0;0;0;0,09;13,1;0;20,8;564;45,5;0;574
4/12/2023 13:00;31;5;3;154;5,1;3,6;8,7;0;0,08;14,8;0;21,6;563;40,11;0;687
4/12/2023 14:00;24;5;3,6;164;3,9;2,2;6,1;0;0,05;16,1;0;22;563;38,47;0;664
4/12/2023 15:00;43;8;3,3;168;5,5;4,1;9,6;0;0,07;15,5;0;22,6;562;37,13;0;546
4/12/2023 16:00;28;10;2,5;145;7,6;6;13,7;0;0,09;14,4;0;22,6;562;37,01;0;357
4/12/2023 17:00;26;6;2,1;103;7,5;7,1;14,6;0;0,11;13,6;0;20,5;562;39,69;0;121
4/12/2023 18:00;21;4;1,6;142;5,2;9,1;14,2;0;0,13;11,4;0;16,9;562;50,4;0;4
4/12/2023 19:00;22;5;1,9;151;3,5;7,4;10,9;0;0,1;11,6;0;15,3;563;59,64;0;0
4/12/2023 20:00;17;10;1,4;127;4,7;9,3;14,1;0;0,1;10;0;14,1;563;66,98;0;0
4/12/2023 21:00;28;15;1,2;55;32,8;17,2;49,9;0;0,32;4,7;0;13;564;68,86;0;0
4/12/2023 22:00;37;17;0,9;52;81,2;24,3;105,4;0;0,68;1,1;0;11,2;564;74,49;0;0
4/12/2023 23:00;37;16;0,7;232;68,6;18,5;87;0;0,51;3,5;0;10,8;565;79,02;0;0
5/12/2023 0:00;20;15;1,1;294;3,4;11,9;15,3;0;0,1;5,3;0;11,4;565;78,82;0;0
5/12/2023 1:00;27;11;1;318;28,5;19;47,5;0;0,35;0,5;0;9,8;564;80,5;0;0
5/12/2023 2:00;23;14;1;311;57,6;20,1;77,8;0;0,36;0,4;0;9,1;564;82,49;0;0
5/12/2023 3:00;32;17;0,6;300;69,7;18,7;88,3;0;0,38;0,1;0;8;563;82,66;0;0
5/12/2023 4:00;36;18;0,8;331;106,6;16,4;123,1;0;0,41;0,2;0;7,1;563;83,44;0;0
5/12/2023 5:00;26;18;1,2;344;69,3;16,5;85,9;0;0,38;0,2;0;7;564;85,12;0;0
5/12/2023 6:00;30;18;1;343;22,5;17,2;39,7;0;0,29;0,3;0;7,8;564;86,55;0;0
5/12/2023 7:00;36;19;1,1;359;77,5;21,3;98,9;0;0,66;0,7;0;7,9;564;86,56;0;23
5/12/2023 8:00;44;24;1,8;347;34,6;14,6;49,2;0;0,4;4,4;0;11;565;87,11;0;215
5/12/2023 9:00;43;27;2,3;338;21,8;9,9;31,7;0;0,35;10,3;0;15,9;565;68,1;0;436
5/12/2023 10:00;21;9;2,2;95;6,9;3,7;10,7;0;0,22;15;0;19,6;565;50,68;0;559
5/12/2023 11:00;26;6;2,2;102;6,5;3,9;10,4;0;0,27;15,3;0;20,2;565;44,25;0;580
5/12/2023 12:00;18;7;2,1;25;7,1;5,1;12,2;0;0,22;15,6;0;20,9;564;40,6;0;446
5/12/2023 13:00;15;9;1,6;345;3,3;2,1;5,4;0;0,18;16,5;0;20,4;563;41,53;0;214
5/12/2023 14:00;15;6;2,6;68;10,7;8,5;19,2;0;0,33;13,7;0;20,1;563;38,98;0;215
5/12/2023 15:00;34;7;2,3;123;8,6;7,6;16,2;0;0,25;13,7;0;20,2;562;42,06;0;298
5/12/2023 16:00;34;5;2,3;131;8,2;6,4;14,6;0;0,23;13,7;0;19,8;562;41,05;0;206
5/12/2023 17:00;25;6;2,1;123;8;7,7;15,6;0;0,25;13,5;0;19,5;562;41,91;0;123
5/12/2023 18:00;17;6;1,6;123;6,9;10;16,8;0;0,3;11,4;0;16,2;563;48,49;0;3
5/12/2023 19:00;21;4;0,8;286;4,5;12,1;16,6;0;0,3;8,3;0;14,2;563;57,53;0;0
5/12/2023 20:00;22;6;1,3;141;13,4;17;30,4;0;0,36;5,9;0;13,3;563;63,2;0;0
5/12/2023 21:00;27;16;1,3;161;28,1;17,4;45,5;0;0,41;6,4;0;13,2;564;64,76;0;0
5/12/2023 22:00;37;17;0,8;273;45,5;23,5;69;0;0,59;2;0;11,5;564;69,44;0;0
5/12/2023 23:00;24;8;1,2;268;1,6;6,1;7,6;0;0,2;10,9;0;12,1;564;75,81;0;0
6/12/2023 0:00;24;13;1,1;289;3,5;18,1;21,6;0;0,37;1,5;0;10,4;564;74,4;0;0
6/12/2023 1:00;26;7;1,1;235;20,5;12,5;33;0;0,29;6,1;0;10,8;563;78,72;0;0
6/12/2023 2:00;40;17;0,9;346;87,9;20,7;108,6;0;0,53;0,2;0;8,9;563;78,17;0;0
6/12/2023 3:00;31;16;0,7;321;35,3;17;52,2;0;0,37;0,2;0;8,4;563;81,71;0;0
6/12/2023 4:00;34;23;0,5;323;138;19,7;157,7;0;0,58;0,2;0;7,5;563;82,3;0;0
6/12/2023 5:00;48;42;0,6;334;216,9;23,2;240,1;0;0,78;0,2;0;7,3;563;83,78;0;0
6/12/2023 6:00;61;38;0,8;305;0;0;0;0;1,36;0,3;0;7,4;563;84,94;0;0
6/12/2023 7:00;71;48;0,9;318;0;0;0;0;2,33;0,4;0;8,4;564;85,57;0;43
6/12/2023 8:00;45;30;1;331;87,9;21,8;109,6;0;0,91;4;0;15,6;565;76,19;0;251
6/12/2023 9:00;21;5;1,6;25;8;5,4;13,4;0;0,27;13,5;0;18,6;565;51,71;0;379
6/12/2023 10:00;25;7;2,1;48;6,3;4,1;10,4;0;0,24;14,7;0;18,5;565;49,03;0;408
6/12/2023 11:00;11;6;2,4;103;5,8;2,8;8,6;0;0,2;15,1;0;19,3;564;43,21;0;467
6/12/2023 12:00;23;2;2,2;107;4,8;2,6;7,3;0;0,19;15,1;0;20,8;564;38,98;0;522
6/12/2023 13:00;15;0;2,8;87;7,5;4,3;11,7;0;0,22;13,8;0;19,1;564;42,28;0;310
6/12/2023 14:00;13;1;2,4;86;7,5;4,2;11,7;0;0,22;14,1;0;19,5;563;42,27;0;318
6/12/2023 15:00;17;8;2,9;78;12,1;7;19,1;0;0,25;12;0;19,2;563;44,42;0;288
6/12/2023 16:00;17;8;2,2;97;10,4;6,3;16,7;0;0,26;12,1;0;19,8;562;42,62;0;238
6/12/2023 17:00;16;5;2;43;14,7;11,5;26,2;0;0,33;9,5;0;18,2;562;45,2;0;101
6/12/2023 18:00;19;8;1,1;120;9,3;11,2;20,5;0;0,33;9,2;0;15,5;563;50,52;0;5
6/12/2023 19:00;20;6;0,5;293;5,3;12,2;17,5;0;0,31;6,7;0;13,2;563;59,25;0;0
6/12/2023 20:00;29;7;1,1;171;13,9;16;29,8;0;0,4;5,5;0;13,2;564;64,84;0;0
6/12/2023 21:00;23;7;1,8;130;8,7;10,3;19;0;0,27;8,7;0;13,2;564;66,94;0;0
6/12/2023 22:00;33;17;0,8;319;40,2;20,9;61;0;0,57;1,5;0;11,5;564;68,86;0;0
6/12/2023 23:00;33;10;0,6;319;22,7;18,9;41,6;0;0,58;0,2;0;9,7;564;73,04;0;0
7/12/2023 0:00;40;20;0,4;301;46,8;17,8;64,6;0;0,7;0,2;0;8,9;564;77,28;0;0
7/12/2023 1:00;29;13;0,6;328;55,4;18;73,3;0;0,58;0,2;0;8,9;564;80,33;0;0
7/12/2023 2:00;26;10;0,5;331;43,3;16,7;60;0;0,43;0,1;0;8,4;563;80,88;0;0
7/12/2023 3:00;39;16;0,4;339;190,4;19,3;209,6;0;0,7;0,2;0;7,6;563;81,63;0;0
7/12/2023 4:00;48;28;0,4;359;256,4;25,7;282;0;0,97;0,2;0;6,8;563;82,4;0;0
7/12/2023 5:00;60;32;0,5;321;0;0;0;0;1,2;0,2;0;6,5;563;83,11;0;0
7/12/2023 6:00;48;32;0,6;333;160;20,9;181;0;0,84;0,3;0;6,8;564;84,62;0;0
7/12/2023 7:00;44;23;0,6;335;108,2;17,6;125,9;0;0,76;0,6;0;8,6;564;85,64;0;44
7/12/2023 8:00;62;32;1,1;341;63,7;17,5;81,2;0;0,71;3,1;0;15;565;77,15;0;237
7/12/2023 9:00;38;13;1,5;339;24;12,3;36,3;0;0,44;9,5;0;18;565;58,37;0;421
7/12/2023 10:00;33;9;1,4;298;8,4;7,1;15,5;0;0,28;16,3;0;19,9;564;49,03;0;582
7/12/2023 11:00;25;5;1,6;302;3,5;3,6;7,1;0;0,2;21,1;0;21,2;564;44,92;0;698
7/12/2023 12:00;21;10;1,4;289;2,3;2,6;4,9;0;0,19;26,1;0;22,8;563;39,98;0;753
7/12/2023 13:00;29;6;1,9;206;2,6;3,5;6,1;0;0,2;25,3;0;25;563;33,54;0;692
7/12/2023 14:00;76;34;2,4;215;2,8;14,1;17;0;0,36;30,2;0;20,8;562;45,69;0;91
7/12/2023 15:00;64;32;3,1;260;1,5;8,4;10;0;0,32;40,1;0;20,6;562;52,91;0;333
7/12/2023 16:00;39;18;2,2;333;1,6;11,7;13,3;0;0,3;25,2;0;16;562;66,26;0,1;24
7/12/2023 17:00;25;17;1,4;340;5,5;24,3;29,8;0;0,48;12,5;0;14,5;562;74,45;0;9
7/12/2023 18:00;41;27;1,2;341;10,3;38,6;48,9;0;0,74;2,7;0;13,9;563;80,11;0;0
7/12/2023 19:00;40;25;0,8;8;27,9;30,4;58,3;0;0,91;4,2;0;13,5;563;79,16;0;0
7/12/2023 20:00;36;17;0,9;224;8,8;20,1;28,9;0;0,44;5,7;0;13,9;564;74,08;0;0
7/12/2023 21:00;35;19;0,9;154;4,5;16,6;21;0;0,4;7,8;0;13,7;564;74,29;0;0
7/12/2023 22:00;32;13;1;135;5,2;13,3;18,5;0;0,26;8,8;0;13,8;565;73,52;0;0
7/12/2023 23:00;49;32;1,1;350;29;20,4;49,5;0;0,69;2,3;0;13,1;565;76,15;0;0
8/12/2023 0:00;48;34;0,6;313;19,4;22;41,4;0;0,66;0,4;0;11,8;564;77,52;0;0
8/12/2023 1:00;62;40;0,7;322;53;19,9;72,9;0;0,85;0,1;0;10,3;564;81,93;0;0
8/12/2023 2:00;48;32;0,6;320;56,4;17,5;73,9;0;0,73;0,8;0;9,9;564;84,28;0;0
8/12/2023 3:00;32;22;1;313;33,1;14,6;47,7;0;0,47;0,7;0;9,4;564;84,39;0;0
8/12/2023 4:00;42;29;0,9;292;42,4;14,3;56,8;0;0,54;0,2;0;9,5;564;85,64;0;0
8/12/2023 5:00;31;17;0,7;310;21,9;15,8;37,8;0;0,37;0,4;0;9,9;564;85,99;0;0
8/12/2023 6:00;27;18;0,7;255;62,8;16,9;79,7;0;0,57;0,2;0;9;564;84,74;0;0
8/12/2023 7:00;39;14;0,8;348;113,1;17,6;130,7;0;1,03;0,4;0;8,6;564;84,83;0;10
8/12/2023 8:00;25;7;1,2;95;31,3;7,6;38,9;0;0,48;10,2;0;16,1;565;78,61;0;239
8/12/2023 9:00;17;7;2,1;96;2;0,9;2,9;0;0,18;16,3;0;17,2;565;57,18;0;313
8/12/2023 10:00;18;5;1,7;113;2,6;1,1;3,7;0;0,18;16,9;0;18,5;565;54,44;0;351
8/12/2023 11:00;16;3;2,3;109;2;0,8;2,8;0;0,18;17,3;0;19,6;564;48,94;0;451
8/12/2023 12:00;25;5;3,8;156;1,9;0,7;2,6;0;0,18;17,1;0;19,8;564;47,05;0;413
8/12/2023 13:00;21;6;2,5;129;2,6;1,1;3,7;0;0,2;16,3;0;20;564;46,81;0;437
8/12/2023 14:00;22;4;2,7;98;2;0,5;2,5;0;0,18;17;0;20,4;563;44,55;0;459
8/12/2023 15:00;9;3;2;102;2,3;1;3,3;0;0,18;17,1;0;20,7;563;43,42;0;331
8/12/2023 16:00;25;2;3,2;59;5,4;4,3;9,7;0;0,22;15,7;0;18,8;562;43,01;0;154
8/12/2023 17:00;21;3;2,5;61;5,8;5,8;11,6;0;0,25;14,4;0;17,8;563;45,32;0;64
8/12/2023 18:00;11;4;1,8;80;7,1;11;18,1;0;0,34;11,1;0;15,5;563;47,85;0;2
8/12/2023 19:00;19;8;1,3;121;8,2;10,4;18,6;0;0,32;10,4;0;14,3;563;59,36;0;0
8/12/2023 20:00;18;6;0,9;17;9,3;17,3;26,7;0;0,4;4,4;0;12,4;564;68,92;0;0
8/12/2023 21:00;25;5;0,8;191;3,5;15,1;18,6;0;0,33;5;0;12,2;565;73,78;0;0
8/12/2023 22:00;19;6;0,6;268;3,7;13,6;17,3;0;0,27;5,3;0;12,7;565;72,37;0;0
8/12/2023 23:00;27;5;0,5;263;23,2;13,4;36,6;0;0,41;3,6;0;12,6;565;71,09;0;0
9/12/2023 0:00;15;5;0,6;311;10,2;15,5;25,7;0;0,34;3,1;0;13,1;564;69,77;0;0
9/12/2023 1:00;18;11;1,1;105;14,7;12,2;26,9;0;0,32;5;0;13;564;71,13;0;0
9/12/2023 2:00;16;6;1,5;104;1,9;3,3;5,2;0;0,18;11,2;0;12,5;564;73,36;0;0
9/12/2023 3:00;19;7;0,5;348;30,2;13,5;43,6;0;0,38;2,9;0;11,8;563;75,99;0;0
9/12/2023 4:00;27;11;0,5;41;66,5;16,6;83,1;0;0,49;0,3;0;11,4;563;77,97;0;0
9/12/2023 5:00;17;11;0,6;282;35,6;14,6;50,2;0;0,36;1,3;0;11,6;563;80,02;0;0
9/12/2023 6:00;30;8;0,7;283;21,1;15,1;36,2;0;0,3;1,4;0;12,2;564;79,81;0;0
9/12/2023 7:00;20;11;0,6;295;30;15,7;45,6;0;0,46;2;0;12,7;564;79,18;0;20
9/12/2023 8:00;17;6;1,6;103;7,8;4,5;12,3;0;0,25;9,7;0;16,2;564;70,33;0;192
9/12/2023 9:00;11;3;2,5;87;5,2;2,1;7,3;0;0,22;10,4;0;17,1;565;62,83;0;309
9/12/2023 10:00;16;3;2,6;71;4,7;1,5;6,3;0;0,22;9,9;0;18,8;565;57,94;0;398
9/12/2023 11:00;5;5;2;84;6,9;3,4;10,3;0;0,24;8,6;0;16,9;565;65,6;0;207
9/12/2023 12:00;8;2;1,6;112;6,5;4,2;10,7;0;0,25;8,4;0;16,7;564;66,98;0,3;150
9/12/2023 13:00;17;0;2,1;81;8,6;4,5;13,1;0;0,27;8,1;0;18;564;65,08;0,3;229
9/12/2023 14:00;12;5;2;86;8,8;4,2;12,9;0;0,27;8,7;0;18,2;563;65,73;0,1;348
9/12/2023 15:00;11;0;2,2;97;4,4;1,8;6,1;0;0,2;10,4;0;20,2;563;52,74;0;330
9/12/2023 16:00;11;1;2,4;93;6,1;2,3;8,4;0;0,27;9,8;0;19,3;562;57,2;0;276
9/12/2023 17:00;16;4;2;82;7,7;4,8;12,5;0;0,28;8,9;0;18,6;563;52,78;0;108
9/12/2023 18:00;16;4;1,7;88;9,9;8,8;18,8;0;0,35;7,2;0;15,9;563;60,95;0;8
9/12/2023 19:00;15;5;1,6;77;12,8;11,1;23,9;0;0,42;4,9;0;15;563;67,58;0;0
9/12/2023 20:00;18;3;1,8;84;10,9;9,7;20,6;0;0,36;5,6;0;14,5;564;69,62;0;0
9/12/2023 21:00;18;1;1,2;98;11;9,7;20,7;0;0,36;4,6;0;14,1;564;73,27;0;0
9/12/2023 22:00;11;3;0,6;51;6,7;11,5;18,2;0;0,31;4;0;13,9;564;72,87;0;0
9/12/2023 23:00;17;3;0,6;263;2,2;6,4;8,6;0;0,24;6;0;13,8;564;73,56;0;0
10/12/2023 0:00;16;1;0,7;332;13;10;22,9;0;0,33;2,9;0;13,5;564;75,12;0;0
10/12/2023 1:00;18;2;0,6;318;11,6;13,3;24,9;0;0,37;0,6;0;13,3;564;76,94;0;0
10/12/2023 2:00;13;6;0,9;341;3,4;10,8;14,1;0;0,27;1,6;0;12,9;563;79,84;0;0
10/12/2023 3:00;18;7;1;1;4,9;10,4;15,4;0;0,26;2,2;0;12,6;563;82,02;0;0
10/12/2023 4:00;16;6;0,8;331;13,5;13,3;26,9;0;0,32;0,4;0;12,4;563;82,76;0;0
10/12/2023 5:00;14;6;0,6;276;11,4;11,9;23,4;0;0,29;0,3;0;11,7;563;82,94;0;0
10/12/2023 6:00;22;7;0,7;298;30,9;10,6;41,5;0;0,43;0,2;0;11;563;84,25;0;0
10/12/2023 7:00;23;10;0,6;283;20,6;11,3;31,9;0;0,39;0,7;0;12,5;564;86,45;0,1;3
10/12/2023 8:00;20;9;0,7;321;9,9;9,3;19,2;0;0,33;2,4;0;13,1;564;85,21;1,2;39
10/12/2023 9:00;18;6;0,8;322;9,3;6;15,3;0;0,29;5,5;0;15,2;564;80,18;0;159
10/12/2023 10:00;6;4;2;77;5,5;3,2;8,7;0;0,28;9,9;0;17,3;564;66,15;0,1;273
10/12/2023 11:00;7;2;1,9;58;6,7;4,7;11,4;0;0,31;9,7;0;16,8;564;66,21;0;186
10/12/2023 12:00;11;1;1,4;208;2,5;0,7;3,2;0;0,23;11,9;0;19;564;60,02;0;305
10/12/2023 13:00;14;0;2,5;168;2,4;0,8;3,2;0;0,22;12,6;0;18,9;563;55,57;0;451
10/12/2023 14:00;12;0;2,2;152;2,3;0,5;2,8;0;0,21;13,5;0;20,3;563;48,5;0;454
10/12/2023 15:00;16;1;2,1;105;3,3;0,8;4,1;0;0,23;12,4;0;20,2;562;48,91;0;345
10/12/2023 16:00;13;2;1,5;136;3,4;1,8;5,2;0;0,25;11,7;0;19,5;562;49,56;0;202
10/12/2023 17:00;13;0;1,5;130;3,5;3,2;6,7;0;0,28;10,5;0;18,3;562;52,38;0;111
10/12/2023 18:00;16;2;1,3;116;7,1;7,7;14,8;0;0,38;7;0;16,1;562;60,4;0;9
10/12/2023 19:00;15;4;0,9;42;7,1;11,3;18,5;0;0,44;4,7;0;14,7;563;67,24;0;0
10/12/2023 20:00;18;4;1,1;154;3,1;5,9;9;0;0,28;7,7;0;14,1;563;71,55;0;0
10/12/2023 21:00;21;7;0,8;46;20,6;12,7;33,3;0;0,59;1,4;0;12,6;564;72,85;0;0
10/12/2023 22:00;17;7;0,6;270;36,5;13;49,5;0;0,74;0,3;0;11,4;564;77,17;0;0
10/12/2023 23:00;29;9;0,6;217;77,6;13,6;91,3;0;1,15;0,9;0;11,2;564;81,52;0;0
11/12/2023 0:00;20;10;0,7;306;43,2;12,3;55,5;0;0,71;0,2;0;12,1;564;80,76;0;0
11/12/2023 1:00;24;9;0,5;305;45,3;13,2;58,5;0;0,61;0,2;0;12,2;563;78,82;0;0
11/12/2023 2:00;28;14;0,5;351;80,8;12,4;93,2;0;0,7;0,2;0;12,2;563;78,9;0;0
