Fecha;PM10;PM2.5;Vel Viento 10M;Dir Viento 10M;NO;NO2;NOX;SO2;CO;OZONO;BC;Temperatura;Presion Baro;Temperatura 8M;Temperatura 20M;HR;Precipitacion;Rad Solar
14/06/2024 23:00;18;0;0,7;334;15,7;17,3;33;0,3;0,18;1,6;0;13,4;565;12,8;13,9;81,9;0,3;0
15/06/2024 0:00;20;0;0,6;332;17;17,4;34,5;0,7;0,17;1,1;0;13,3;565;12,8;13,8;83,73;0;0
15/06/2024 1:00;12;0;0,4;310;31,2;13,6;44,8;0,7;0,18;1,9;0;13,2;565;12,7;14;83,09;0;0
15/06/2024 2:00;31;0;0,4;308;60,8;10,4;71,2;1,1;0,23;1,1;0;13;565;12,5;13,5;83,73;0,1;0
15/06/2024 3:00;34;0;0,7;23;57,2;10,7;67,9;1;0,19;1;0;12,7;564;12,4;13,2;84,26;0;0
15/06/2024 4:00;10;0;0,6;312;26,4;11,8;38,1;0,5;0,12;1,1;0;12,6;564;12,2;13,2;84,12;0;0
15/06/2024 5:00;23;0;0,5;309;50,3;11,6;61,8;0,8;0,16;1;0;12,4;565;12;13;84,3;0,1;0
15/06/2024 6:00;32;0;0,5;306;57,1;12,1;69,3;1,1;0,2;1,1;0;12,3;565;11,8;12,9;84,81;0;0
15/06/2024 7:00;32;0;0,7;325;36,3;12,7;49;0,8;0,19;1,4;0;12,8;565;12,5;13,1;85,43;0;16
15/06/2024 8:00;36;0;0,8;313;32,4;12,7;45,1;3,4;0,21;3,6;0;14,1;565;14,4;14;82,79;0;89
15/06/2024 9:00;30;0;0,8;303;9,2;8,5;17,6;3,6;0,15;8,7;0;15,4;566;15,9;15;74,39;0;113
15/06/2024 10:00;25;0;1,2;342;8,2;12;20,3;1;0,18;6,7;0;14,8;566;14,6;14,6;75,34;1;33
15/06/2024 11:00;24;0;1,7;337;12,6;10,3;22,9;0,7;0,19;10,9;0;15,1;565;14,7;14,3;79,93;0,5;204
15/06/2024 12:00;19;0;1,6;338;8,4;7,6;16;0,5;0,15;15,6;0;16,9;565;17,1;15,2;74,75;0,2;296
15/06/2024 13:00;18;0;2,3;345;7,3;6,8;14,1;0,3;0,16;16,5;0;18;564;18,5;16,2;69,16;0;268
15/06/2024 14:00;7;0;2,7;318;4,5;4,3;8,8;0,4;0,13;18,1;0;18,9;564;19,2;17,3;65,97;0;378
15/06/2024 15:00;10;0;2,1;280;0,5;2,8;3,3;0,1;0,1;18,7;0;15,9;563;15,7;16;73,26;0,9;37
15/06/2024 16:00;24;0;0,9;305;1;3,6;4,6;0,1;0,11;17,5;0;15,3;563;15;15,3;78,66;1,2;54
15/06/2024 17:00;28;0;1;72;14,7;16,1;30,8;0,3;0,27;7,4;0;14,6;563;14,1;14,7;80,13;8,9;6
15/06/2024 18:00;12;0;0,8;213;2,9;7,9;10,8;0;0,13;12,4;0;13,9;564;13,3;14;82,93;3,2;4
15/06/2024 19:00;16;0;0,5;220;8,1;13;21,1;0,1;0,17;8,8;0;13,3;564;12,8;13,6;83,21;4,5;0
15/06/2024 20:00;12;0;0,5;324;0,4;7,1;7,5;0;0,13;10,6;0;13,1;565;12,6;13,5;84,47;0,6;0
15/06/2024 21:00;12;0;0,6;302;2,4;10,8;13,2;0;0,18;6,4;0;13,1;565;12,7;13,7;85,09;2,5;0
15/06/2024 22:00;12;0;1;344;0,4;7,5;7,9;0;0,14;8,6;0;12,9;565;12,5;13,3;85,53;2,6;0
15/06/2024 23:00;13;0;1,3;2;6,3;12,6;18,9;0,5;0,12;2,2;0;12,6;565;12,1;13;85,62;0,3;0
16/06/2024 0:00;12;0;1,4;334;1,5;6,7;8,2;0,6;0,07;6,8;0;12,2;565;11,6;13;83,8;0;0
16/06/2024 1:00;13;0;1,3;320;1,2;5;6,2;0,8;0,07;8,2;0;11,9;565;11,3;12,8;80,46;0,1;0
16/06/2024 2:00;11;0;1,6;346;1,7;7,3;9;1,8;0,08;6,9;0;11,7;565;11,2;12,4;81,7;0,1;0
16/06/2024 3:00;10;0;1,1;358;3,5;8,6;12,1;1,3;0,09;5,3;0;11,6;564;11,1;12,2;82,71;0;0
16/06/2024 4:00;22;0;1,3;345;5,7;10,9;16,7;1;0,08;3,1;0;11,7;564;11,3;12,3;83,36;0;0
16/06/2024 5:00;19;0;0,8;333;2,8;8,8;11,6;0,8;0,08;4,5;0;11,7;564;11,4;12,4;83,29;0;0
16/06/2024 6:00;8;0;0,6;320;4,6;8,6;13,1;0,6;0,09;4;0;11,8;565;11,4;12,6;82,95;0;0
16/06/2024 7:00;26;0;0,7;298;13,8;10,2;24;1,4;0,14;2,6;0;12,3;565;12;12,7;83,54;0,1;18
16/06/2024 8:00;15;0;0,8;301;8,8;7,9;16,7;1,7;0,15;6,9;0;13,6;565;13,8;13,5;79,76;0;69
16/06/2024 9:00;10;0;1,3;99;4,4;2,7;7,1;0,4;0,11;14,4;0;17;565;18;15,2;68,53;0;362
16/06/2024 10:00;10;0;1,8;101;4,2;1,9;6,2;0,1;0,1;16,1;0;18,3;566;20;16,1;58,36;0;417
16/06/2024 11:00;11;0;2,2;91;5,2;2,3;7,6;0,2;0,12;15,8;0;18,1;565;19,7;16,2;58;0;371
16/06/2024 12:00;16;0;2,4;70;3,8;1,7;5,5;0,1;0,11;17,2;0;18,6;565;20,3;16,6;55,76;0;343
16/06/2024 13:00;9;0;2,5;73;4,6;2,4;7;0,2;0,12;17,4;0;18,7;565;20,1;16,9;56,21;0;285
16/06/2024 14:00;10;0;1,9;143;5;2,8;7,8;0,3;0,11;17,8;0;19,4;564;20,5;17,6;54,93;0;379
16/06/2024 15:00;16;0;2,7;167;3;2,1;5,1;0;0,11;19;0;19,3;564;19,4;17,4;53,09;0;337
16/06/2024 16:00;15;0;2;138;3,2;1,9;5,1;0,2;0,11;18,9;0;21,2;564;22,3;18,6;48,31;0;394
16/06/2024 17:00;13;0;2,4;105;3,8;2,4;6,2;0,1;0,12;18,4;0;20,2;564;22,2;17,9;47,27;0;221
16/06/2024 18:00;12;0;1,3;128;4,4;5,8;10,2;0,1;0,17;13,8;0;17;564;17,2;16,8;55,4;0;33
16/06/2024 19:00;16;0;0,8;217;2,8;6,8;9,6;0,1;0,15;10,4;0;14,3;564;13,8;15,3;66,47;0;0
16/06/2024 20:00;19;0;0,8;318;6,9;10,3;17,2;0,2;0,2;5,3;0;13;565;12,3;14,2;73,06;0;0
16/06/2024 21:00;32;0;0,6;360;31,4;11,3;42,7;0,6;0,34;1,7;0;11,5;565;10,8;12,9;78,13;0;0
16/06/2024 22:00;34;0;0,5;278;42,8;9,8;52,6;0,8;0,34;1,1;0;11;565;10,4;12,9;80,97;0;0
16/06/2024 23:00;29;0;0,8;312;22,2;9,6;31,8;0,4;0,27;1,9;0;10,7;565;10,1;12,6;82,37;0;0
17/06/2024 0:00;32;0;0,5;308;38,8;10,2;48,9;0,7;0,31;1;0;10,5;565;9,9;11,6;82,37;0;0
17/06/2024 1:00;28;0;0,6;317;49,3;10,3;59,6;1,1;0,32;1;0;11;565;10,5;11,7;83,77;0;0
17/06/2024 2:00;34;0;0,4;299;84,1;8,5;92,6;1,7;0,32;1,1;0;10,4;564;9,8;11,6;82,82;0;0
17/06/2024 3:00;26;0;0,7;296;29,1;7,6;36,6;0,6;0,21;1;0;10,5;564;10,1;11,1;83,73;0;0
17/06/2024 4:00;22;0;0,5;286;18,8;9,2;28,1;0,9;0,19;1,1;0;10,7;564;10,3;11,2;84,01;0;0
17/06/2024 5:00;41;0;0,5;9;108,1;10,1;118,2;2,2;0,28;1,1;0;10,7;564;10,2;11,2;83,81;0;0
17/06/2024 6:00;51;0;0,4;313;134,4;10,7;145,1;2,9;0,36;1,1;0;10,8;564;10,3;11,3;83,7;0;0
17/06/2024 7:00;59;0;0,6;326;164,6;13,2;177,8;3,5;0,57;1,2;0;11,3;565;11;11,5;84,46;0;18
17/06/2024 8:00;48;0;0;0;79,5;12,2;91,7;2,6;0,37;1,7;0;13,2;565;13,3;0;80,61;0;96
17/06/2024 9:00;34;0;0,8;312;36,3;12,3;48,6;1,5;0,31;4,9;0;15,4;565;15,6;14,3;71,29;0;163
17/06/2024 10:00;22;0;1;147;4,2;4,1;8,3;0,4;0,11;16,8;0;15,5;565;15,9;14,2;65,99;0;189
17/06/2024 11:00;14;0;1,1;188;6,7;5;11,7;0,1;0,11;16,5;0;16,6;565;16,5;14,7;68,08;0,2;356
17/06/2024 12:00;14;0;2,4;89;6,8;3,6;10,4;0,2;0,12;17,4;0;19,1;565;20,5;17,1;56,86;0;403
17/06/2024 13:00;18;1;2;96;4,6;2,5;7,1;0,2;0,08;18,5;0;20,4;564;22,4;18,2;49,94;0;338
17/06/2024 14:00;16;2;1,9;105;6,6;4,2;10,8;0,2;0,1;17;0;20,3;563;21,8;18,6;47;0;286
17/06/2024 15:00;13;3;0;0;6,2;4,1;10,2;0,1;0,12;16,2;0;20;563;21,3;0;50,55;0;291
17/06/2024 16:00;23;3;1,9;133;8,1;6,2;14,2;0,2;0,13;14;0;19;563;19,6;18,1;53,65;0;155
17/06/2024 17:00;20;0;1,9;155;7,9;6,1;14;0,2;0,13;14,3;0;18,7;563;19,2;17,7;56,14;0;148
17/06/2024 18:00;23;5;1,4;159;5;7,7;12,7;0,3;0,15;14,3;0;18,1;563;18,3;17,1;54,93;0;58
17/06/2024 19:00;20;3;1,8;151;6,1;8,7;14,8;0,2;0,16;9,4;0;15,4;563;15,3;15,9;63,79;0;0
17/06/2024 20:00;24;2;1,3;116;11,5;10,3;21,8;0,2;0,17;7,6;0;14,6;564;14,3;15,2;69,1;0;0
17/06/2024 21:00;27;5;1;151;5,9;9,7;15,6;0,2;0,14;8,3;0;14,4;565;14,1;15,1;70,87;0;0
17/06/2024 22:00;10;3;1,2;90;5,5;8,1;13,5;0,1;0,11;11,3;0;14,2;565;13,9;14,9;72,04;0;0
17/06/2024 23:00;17;5;1,5;105;5,1;6,8;11,9;0,1;0,1;13,3;0;14,1;565;13,8;14,6;72,54;0;0
18/06/2024 0:00;16;3;1,3;97;4;6,6;10,6;0;0,09;12,9;0;13,9;565;13,6;14,4;73,47;0;0
18/06/2024 1:00;15;2;0,7;291;2,1;9;11,1;0;0,09;7,4;0;13,6;564;13,3;14,1;75,04;0;0
18/06/2024 2:00;16;8;0,9;326;0,5;8,2;8,7;0,6;0,08;6,4;0;13;564;12,6;13,3;78,22;0;0
18/06/2024 3:00;15;6;0,7;333;5,7;13,8;19,5;6;0,08;1,4;0;12,2;564;11,7;12,7;80,63;0;0
18/06/2024 4:00;29;4;0,7;329;34,4;12,9;47,3;5,6;0,11;1,1;0;12;564;11,5;12,4;83,26;0;0
18/06/2024 5:00;30;6;0;0;45,5;10,5;56;2,5;0,12;1,1;0;11,4;564;10,8;0;83,08;0;0
18/06/2024 6:00;54;15;0;0;149,3;10,9;160,2;3,5;0,35;1,1;0;10,7;564;10;0;83,48;0;0
18/06/2024 7:00;59;35;0;0;153,2;12,8;166,1;3,5;0,67;1,2;0;11,1;564;10,7;0;85,02;0;13
18/06/2024 8:00;47;19;0;0;86;13,7;99,7;4,3;0,4;1,9;0;12,9;564;12,9;0;84,06;0;71
18/06/2024 9:00;33;8;0;0;28,4;11,1;39,5;5;0,22;7,1;0;15,8;564;16;0;72,54;0;243
18/06/2024 10:00;21;14;0;0;7,1;6,5;13,7;4;0,13;16,2;0;17,8;564;18;0;60,29;0;273
18/06/2024 11:00;24;13;0;0;6,6;5,6;12,2;2,6;0,14;20,9;0;20,3;564;20,5;0;56,4;0;503
18/06/2024 12:00;27;15;0;0;6,2;7,7;13,9;2,7;0,15;22,3;0;20,4;563;21,2;0;51,35;0;274
18/06/2024 13:00;17;8;0;0;6,8;6,5;13,3;0,4;0,12;15,7;0;16,4;563;16,6;0;61,51;0;75
18/06/2024 14:00;28;3;0;0;8,9;11,9;20,8;0,4;0,19;14;0;17,8;562;17,9;0;62,8;0;106
18/06/2024 15:00;36;5;0;0;7,8;19;26,8;0,7;0,28;17,4;0;17,1;562;17,3;0;64,64;0;89
18/06/2024 16:00;26;12;0;0;8,5;16,3;24,8;0,9;0,23;15,1;0;15,8;562;16,1;0;69,53;0;85
18/06/2024 17:00;43;22;0;0;25,6;29,6;55,2;1,2;0,37;5,6;0;15,8;562;16;0;69,78;0;29
18/06/2024 18:00;40;16;0;0;29,2;24,3;53,5;1;0,37;2,6;0;15,2;562;14,9;0;71,97;0;0
18/06/2024 19:00;30;6;0;0;17,2;15,4;32,6;0,6;0,25;3,6;0;14,9;563;14,6;0;71,23;0;0
18/06/2024 20:00;31;13;0;0;23;16,4;39,5;0,6;0,31;2;0;14,4;563;14,1;0;73,32;0;0
18/06/2024 21:00;37;11;0;0;46,5;14,8;61,3;1;0,34;1,2;0;14,4;564;14;0;75,14;0;0
18/06/2024 22:00;46;17;0;0;28,7;15,4;44,1;0,8;0,34;1,2;0;14,2;564;13,8;0;77,96;0;0
18/06/2024 23:00;57;28;0;0;40,7;17,2;57,8;1,1;0,47;1,2;0;13,7;564;13,4;0;80,15;0;0
19/06/2024 0:00;55;19;0;0;70,8;16,3;87,1;1,6;0,45;1,2;0;13,6;564;13,2;0;80,7;0;0
19/06/2024 1:00;43;21;0;0;47,7;16,4;64,1;1,1;0,4;1,2;0;13,7;564;13,3;0;81,85;0;0
19/06/2024 2:00;26;16;0;0;7,4;22,3;29,7;0,4;0,28;1,3;0;13,4;563;12,9;0;82,31;0;0
19/06/2024 3:00;22;14;0;0;12,6;18;30,6;0,7;0,27;1,2;0;13,2;563;12,6;0;83,09;0;0
19/06/2024 4:00;26;13;0;0;12,3;15;27,3;0,6;0,26;1,3;0;13,2;563;12,7;0;84,06;0;0
19/06/2024 5:00;21;10;0;0;0,8;11;11,8;0,2;0,15;5,2;0;12,9;563;12,4;0;83,75;0;0
19/06/2024 6:00;14;7;0;0;5,6;13,9;19,5;0,2;0,17;2,5;0;12,9;563;12,4;0;84,25;0;0
19/06/2024 7:00;34;15;0;0;49,4;16,2;65,6;1,1;0,35;2,1;0;13,5;564;13,2;0;84,5;0;40
19/06/2024 8:00;20;10;0;0;18,8;8,5;27,3;0,7;0,21;8,4;0;16,7;564;16,7;0;73,03;0;236
19/06/2024 9:00;10;5;1,2;349;4,8;2,5;7,3;0,3;0,11;16;0;19,3;564;20,1;17,1;57,08;0;426
19/06/2024 10:00;25;3;1,5;327;10;5,9;15,9;0,4;0,15;13,9;0;19,2;564;19,8;17,2;54,61;0;304
19/06/2024 11:00;19;5;1,6;95;10,7;6,7;17,4;0,3;0,15;13,5;0;18,4;564;19,6;17;57,05;0;230
19/06/2024 12:00;24;3;2,9;15;9,7;4,6;14,3;0,5;0,13;15,1;0;19,7;564;20,5;17,9;58,07;0;297
19/06/2024 13:00;24;10;2,8;29;10,4;6,4;16,8;2;0,14;15,9;0;19,2;563;20;17,6;54,63;0,1;254
19/06/2024 14:00;14;6;1,8;330;3,2;3,1;6,3;0,9;0,11;19,3;0;18;563;18,1;16,3;64,71;0,1;288
19/06/2024 15:00;10;8;1,4;315;3,6;3,7;7,3;1,7;0,12;21,9;0;19,6;562;19,9;17,3;60,94;0,1;383
19/06/2024 16:00;43;14;1,5;231;7,5;15,1;22,6;0,7;0,27;17,5;0;17,7;562;17,8;16,5;62,51;0;119
19/06/2024 17:00;32;13;1,5;261;6,3;17,1;23,4;0,7;0,28;19,4;0;17,1;562;17,2;16,6;66,28;0;73
19/06/2024 18:00;30;19;1,5;276;5,3;24,8;30,2;0,8;0,31;13,2;0;16,3;562;16,3;16,3;71,08;0;29
19/06/2024 19:00;13;9;1,1;208;2;13,3;15,2;0,2;0,18;12,4;0;14,3;563;13,5;14,7;76,5;5,4;0
19/06/2024 20:00;14;4;0,9;166;5,3;7,3;12,6;0,2;0,15;11,5;0;13,9;563;12,7;14,8;79,54;0,4;0
19/06/2024 21:00;19;2;0,7;316;32;16;47,9;0,6;0,26;3;0;13,3;564;12,7;13,9;82,29;0;0
19/06/2024 22:00;27;6;0,8;305;36,1;13,9;50,1;0,7;0,26;3,1;0;13,2;564;12,5;14;83,14;0;0
19/06/2024 23:00;30;10;0,6;296;38,1;11,9;50;0,7;0,27;1,1;0;12,5;564;11,9;13,3;83,04;0;0
20/06/2024 0:00;50;9;0,5;72;72,7;12,1;84,9;1,4;0,31;1,1;0;12,1;564;11,5;13,1;84,22;0,1;0
20/06/2024 1:00;26;5;0,4;323;26,7;13,5;40,2;0,8;0,14;1,4;0;11,9;564;11,3;12,7;83,56;0,1;0
20/06/2024 2:00;20;3;0,5;332;33;10,7;43,7;0,8;0,14;1,1;0;11,9;564;11,3;12,6;83,61;0;0
20/06/2024 3:00;21;2;0,5;318;47,9;10,3;58,2;1;0,13;1,1;0;11,8;563;11,3;12,3;84,07;0,1;0
20/06/2024 4:00;29;5;0,5;299;54,2;8,5;62,6;1,1;0,14;1,1;0;11,3;563;10,7;11,8;83,88;0;0
20/06/2024 5:00;17;10;0,5;308;19,6;8,6;28,1;0,5;0,11;1,2;0;11,4;563;11;11,9;84,88;0;0
20/06/2024 6:00;20;9;0,6;331;57,4;13;70,4;1,3;0,22;1,1;0;11,6;563;11,1;12,2;84,71;0;0
20/06/2024 7:00;22;8;0,8;21;23,2;10,7;33,9;1,1;0,2;4,3;0;12,5;564;12,2;13,1;83,25;0;35
20/06/2024 8:00;37;9;0,6;314;31,9;12;43,9;2,9;0,24;5;0;14,8;564;14,7;14,2;77,01;0;121
20/06/2024 9:00;16;10;0,8;283;15,3;8,4;23,8;2,5;0,2;11,6;0;16,5;564;16,7;15,1;67,2;0;252
20/06/2024 10:00;22;8;1,4;341;0;0;0;0;0;0;0;18,9;565;19,4;16,7;59,03;0;494
20/06/2024 11:00;17;5;1,9;55;0;0;0;0;0;0;0;19,5;564;20,9;17,6;51,99;0;313
20/06/2024 12:00;27;4;2,5;48;0;0;0;0;0;0;0;18,7;564;19,8;17,4;55,33;0;265
20/06/2024 13:00;24;4;2,4;80;12,1;8,1;20,2;1,1;0;0;0;18,8;564;19,9;17,5;54,22;0;209
20/06/2024 14:00;7;2;1,9;111;7;5,4;12,4;0,2;0,12;17,7;0;19,6;563;20,7;18,1;52,83;0,1;326
20/06/2024 15:00;15;1;2,2;103;7,5;4,9;12,5;0,4;0,13;17,9;0;21,4;563;22,6;19;48,64;0;540
20/06/2024 16:00;18;1;2,1;88;8,3;6,2;14,5;0,3;0,14;16;0;20,4;563;21,4;18,9;46,87;0;215
20/06/2024 17:00;14;3;3;65;7,8;5,4;13,1;0,4;0,14;17,1;0;21,5;563;23,2;19,1;44,89;0;263
20/06/2024 18:00;14;5;2;177;6,1;8,5;14,7;0,3;0,16;12,7;0;16,3;563;15,5;16,5;58,57;1,2;18
20/06/2024 19:00;14;7;0,8;169;30,6;17,1;47,7;0,8;0,32;3,1;0;13,9;564;12,9;14,7;74,66;0,1;0
20/06/2024 20:00;36;15;0,7;53;47,9;17,4;65,3;1,1;0,37;1,5;0;13,3;564;12,4;14,2;76,74;0;0
20/06/2024 21:00;29;11;0,6;71;38,1;13,9;52;0,9;0,27;1,9;0;12,5;565;11,8;13,7;78,58;0;0
20/06/2024 22:00;40;6;0,7;355;51,8;14,3;66,1;1;0,29;1,3;0;12;565;11,3;13,1;79,52;0;0
20/06/2024 23:00;30;7;0,5;325;54,8;14;68,9;1,1;0,3;1,1;0;11,7;565;11,1;13;80,27;0;0
21/06/2024 0:00;32;7;0,6;289;62,1;12,6;74,7;1,2;0,26;1,1;0;11,8;565;11,4;12,8;81,5;0;0
21/06/2024 1:00;19;4;0,5;309;43,8;12;55,8;1;0,21;1,1;0;11,8;565;11,4;12,7;81,13;0;0
21/06/2024 2:00;19;1;0,9;293;6,2;9,6;15,9;0,5;0,12;3,8;0;12,1;564;11,8;12,7;78,71;0;0
21/06/2024 3:00;17;0;1,2;122;9,9;7,6;17,5;0,4;0,11;7,7;0;12,5;564;12,1;13,3;77,38;0;0
21/06/2024 4:00;17;0;1,2;55;5,3;7,9;13,2;0,3;0,1;8,2;0;12;564;11,5;12,9;77,66;0;0
21/06/2024 5:00;12;0;0,8;243;1,1;6,6;7,7;0,1;0,1;7,8;0;11,1;564;10,6;12,5;78,83;0;0
21/06/2024 6:00;27;8;0,7;341;52,8;12,7;65,5;1;0,24;1,8;0;9,9;564;9,2;11,3;80,5;0;0
21/06/2024 7:00;61;28;0,6;315;148,2;20,7;168,8;3,5;0,69;1,7;0;10,6;564;10;11,4;84,32;0;31
21/06/2024 8:00;29;15;1,5;347;33,4;12,1;45,6;2,6;0,27;8,2;0;15,8;565;15,4;13,9;75,61;0;286
21/06/2024 9:00;25;8;1,6;353;13,9;7,1;21;1;0,19;13,2;0;18,8;565;19,5;15,6;57,78;0;513
21/06/2024 10:00;15;7;1,9;121;5,9;3,9;9,8;0,6;0,13;17,8;0;19,9;565;20,9;17,2;52,45;0;561
21/06/2024 11:00;14;3;2;113;6;4,2;10,2;0,3;0,13;17,4;0;19,4;565;20,7;17,6;51,42;0;413
21/06/2024 12:00;14;1;2;151;5,1;3,6;8,8;0,3;0,12;18;0;20,7;565;22;18,8;47,76;0;426
21/06/2024 13:00;21;3;2;123;7,7;5,7;13,4;0,3;0,14;16,1;0;19,6;564;20,8;18,2;49,76;0;240
21/06/2024 14:00;18;3;1,8;153;6,6;4,7;11,3;0,3;0,13;16,9;0;19,6;564;20,5;17,7;52,61;0;341
21/06/2024 15:00;15;3;2;130;8,6;6,1;14,7;0,3;0,14;15,2;0;19,4;564;20,4;17,8;53,55;0;270
21/06/2024 16:00;22;6;1,9;118;8;6,2;14,2;0,3;0,14;15,4;0;18,5;563;19,5;17,1;55,46;0;204
21/06/2024 17:00;15;5;1,4;97;5,8;5,4;11,1;0,3;0,14;16;0;19,9;563;21,3;17,6;52,01;0;184
21/06/2024 18:00;15;4;1,4;102;14,7;12,8;27,6;0,5;0,23;9;0;16,4;563;16,5;16,6;59,64;0;8
21/06/2024 19:00;24;9;0,7;134;12,2;14,4;26,6;0,5;0,22;5,3;0;14,9;564;14,5;15,7;67,92;0;0
21/06/2024 20:00;40;16;0,8;167;39,8;15,3;55,2;0,9;0,32;3;0;13,5;564;13;14,6;73;0;0
21/06/2024 21:00;15;0;1,1;124;7,5;10,3;17,8;0,3;0,15;7,7;0;13,7;565;13,2;14,6;73,5;0;0
21/06/2024 22:00;27;2;0,6;322;20,3;15,8;36,1;0,6;0,23;1,5;0;13,2;565;12,8;13,9;74,18;0;0
21/06/2024 23:00;35;9;0,5;263;49,3;14,7;63,9;1,1;0,34;1,3;0;12,1;565;11,5;13,7;76,58;0;0
22/06/2024 0:00;34;6;0,5;328;98,2;12,8;111,1;2;0,45;1,1;0;10,7;565;9,9;12;78,89;0;0
22/06/2024 1:00;41;15;0,4;322;121,9;11,9;133,8;2,5;0,46;1,1;0;9,9;565;9,1;11,6;81,71;0;0
22/06/2024 2:00;29;12;0,6;304;74;9,5;83,5;1,6;0,35;1;0;10;564;9,4;11,1;83,82;0;0
22/06/2024 3:00;43;14;0,6;344;115,1;11,2;126,3;2,3;0,37;1;0;10,3;564;9,7;10,9;84,06;0;0
22/06/2024 4:00;39;15;0,6;340;110,3;11,4;121,7;2,3;0,35;1,1;0;10,4;564;9,9;11;84,17;0;0
22/06/2024 5:00;28;9;0,7;324;61,5;11,7;73,3;1,6;0,25;1,1;0;11;564;10,6;11,4;84,35;0;0
22/06/2024 6:00;30;9;1,1;345;34,4;11,5;45,9;1,3;0,19;1,1;0;11;564;10,6;11,4;83,17;0;0
22/06/2024 7:00;35;17;0,7;317;48,1;13,3;61,3;2,8;0,25;1,5;0;11,9;564;11,7;12,1;82,92;0;34
22/06/2024 8:00;26;18;1;291;27,7;9,9;37,5;8,2;0,24;6,4;0;15,7;565;15,6;14,6;72,74;0;259
22/06/2024 9:00;24;6;1;332;12,1;7,1;19,2;2;0,17;12,7;0;18,5;565;19,1;16,4;58,43;0;318
22/06/2024 10:00;18;5;1,2;318;3,9;4,2;8,2;0,4;0,13;16,9;0;19,3;565;19,9;17,4;55,1;0;325
22/06/2024 11:00;20;2;1,8;132;7,2;5,8;13;0,5;0,14;15,4;0;19,6;565;20,7;18,2;51,61;0;283
22/06/2024 12:00;15;4;1,9;141;7,6;5,8;13,4;0,5;0,14;14,4;0;18,5;564;18,3;17,7;58,4;0,3;238
22/06/2024 13:00;20;4;2;147;5,5;4,4;9,9;0,4;0,14;16,3;0;19,9;564;20,6;18,7;52,49;0;298
22/06/2024 14:00;16;2;1,8;131;5,5;4,3;9,7;0,4;0,13;16,8;0;21,2;563;22,4;19,5;48,01;0;332
22/06/2024 15:00;17;2;1,8;123;6,3;5,8;12,1;0,3;0,15;14,6;0;19;563;19,9;18,1;52,22;0;140
22/06/2024 16:00;15;2;1,7;151;5,3;5;10,3;0,3;0,14;14,5;0;19;563;19,6;17,6;57,3;0;201
22/06/2024 17:00;15;1;2,7;175;3,8;3,7;7,5;0,4;0,13;16,1;0;20,2;563;20,5;18,2;50,38;0;243
22/06/2024 18:00;25;4;1,9;170;6,7;9;15,8;0,4;0,19;10;0;16,9;563;16,9;17,2;56,69;0;10
22/06/2024 19:00;18;3;1,2;198;1,8;6,9;8,7;0,3;0,14;11,8;0;15,7;563;15,5;16,3;62,59;0;0
22/06/2024 20:00;12;4;0,7;280;2,6;11,2;13,8;0,2;0,16;7,4;0;15;564;14,7;15,8;65,83;0;0
22/06/2024 21:00;25;10;0,8;124;17,8;13,9;31,6;0,6;0,25;4,4;0;14,8;564;14,4;15,6;67,52;0;0
22/06/2024 22:00;17;6;0,8;114;8,3;10,5;18,8;0,3;0,16;6,3;0;14,3;565;13,8;14,9;70,27;0;0
22/06/2024 23:00;12;6;0,7;17;13,4;13,4;26,8;0,4;0,2;2,3;0;13,6;565;13;14,7;72,54;0;0
23/06/2024 0:00;13;4;0,8;198;11,2;9,5;20,7;0,4;0,16;6,6;0;14;565;13,6;14,7;72,55;0;0
23/06/2024 1:00;12;2;0,6;342;4,4;8,2;12,6;0,3;0,1;6;0;13,9;565;13,6;14,4;71,9;0;0
23/06/2024 2:00;16;2;0,5;289;1,6;13,4;15,1;0,8;0,12;2;0;13,6;564;13,3;14,1;74,15;0;0
23/06/2024 3:00;20;6;0,7;319;1,4;11,3;12,7;1,8;0,1;2,8;0;13,2;564;12,8;13,6;76,86;0;0
23/06/2024 4:00;18;9;0,8;311;4;12,9;16,9;3,3;0,08;2;0;12,6;564;12,2;13,2;78,89;0;0
23/06/2024 5:00;19;8;0,6;301;0,9;9,7;10,5;1,9;0,08;3,9;0;12,4;564;12;12,9;79,97;0;0
23/06/2024 6:00;30;13;0,7;321;47,5;10,6;58,1;1,7;0,21;1,8;0;11,6;564;11,1;12,3;81,07;0;0
23/06/2024 7:00;31;11;0,7;308;47,6;11,1;58,6;2,6;0,25;1,5;0;12,2;564;12;12,5;82,74;0;6
23/06/2024 8:00;28;13;0,7;333;20,3;10,1;30,4;3,4;0,17;3,8;0;14;565;14;13,6;78,86;0;76
23/06/2024 9:00;28;11;1;329;11,8;8,7;20,5;2,8;0,15;7;0;15,6;565;15,8;14,7;70,88;0;117
23/06/2024 10:00;26;10;1,6;341;8,6;8,3;16,9;2,9;0,15;9,8;0;16,1;565;16,3;15,2;67,21;0;120
23/06/2024 11:00;0;8;1,9;346;7,4;7,5;14,9;1,1;0,14;11;0;15,2;565;14,6;14,4;73,04;0,5;135
23/06/2024 12:00;19;6;1,6;327;6;6,1;12;1,5;0,11;12,3;0;15,1;565;14,3;14,4;75,88;1,2;152
23/06/2024 13:00;10;4;1,2;325;2;2,2;4,2;0,5;0,07;17,7;0;17,4;564;17,2;15,5;69,18;0,2;321
